STATSSA_Area_Code,Description,Main_Code
2011-599177001,Ensimbini,2011-599177
2011-594048001,Ensimbini SP,2011-594048
2011-503006001,Ensiyameni SP,2011-503006
2011-586011001,Ensolweni SP,2011-586011
2011-797018012,Enstra,2011-797018
2011-505026001,Entaba SP,2011-505026
2011-506036001,Entaba SP,2011-506036
2011-569008001,Entabeni,2011-569008
2011-979002001,Entabeni Nature Reserve,2011-979002
2011-286041001,eNtabeni SP,2011-286041
2011-284198001,eNtabeni SP,2011-284198
2011-260139001,Ententeni SP,2011-260139
2011-270426001,eNtilini A SP,2011-270426
2011-270538001,eNtilini B SP,2011-270538
2011-270565001,eNtilini C SP,2011-270565
2011-270500001,eNtilini D SP,2011-270500
2011-282315001,eNtilini SP,2011-282315
2011-294134001,eNtilini SP,2011-294134
2011-273001001,Entla Kwendlela,2011-273001
2011-271070001,eNtlakwendlela SP,2011-271070
2011-284415001,eNtlakwesikolo SP,2011-284415
2011-283006001,eNtlanjeni SP,2011-283006
2011-284429001,eNtlekiseni A SP,2011-284429
2011-284413001,eNtlekiseni B SP,2011-284413
2011-271004001,eNtlekiseni SP,2011-271004
2011-271192001,eNtobeni SP,2011-271192
2011-587011001,Entobozi SP,2011-587011
2011-874062002,Entokozweni East,2011-874062
2011-870008001,eNtokozweni SP,2011-870008
2011-874062001,eNtokozweni SP,2011-874062
2011-271228001,eNtombo SP,2011-271228
2011-291059001,Entsengeni SP,2011-291059
2011-270481001,eNtshatshongo A SP,2011-270481
2011-270384001,eNtshatshongo B SP,2011-270384
2011-270181001,eNtshingeni A SP,2011-270181
2011-271212001,eNtshingeni SP,2011-271212
2011-292242001,eNtshingeni SP,2011-292242
2011-270144001,eNtshingeni SP,2011-270144
2011-797005056,Entshonalanga,2011-797005
2011-287113002,eNtsimekweni SP,2011-287113
2011-567035001,Entsongeni SP,2011-567035
2011-271312001,eNtsukazi SP,2011-271312
2011-270012001,eNtwashini B SP,2011-270012
2011-284351001,eNtwashwini A SP,2011-284351
2011-284321001,eNtwashwini B SP,2011-284321
2011-282141001,eNtwashwini SP,2011-282141
2011-580035002,Entweni SP A,2011-580035
2011-580035003,Entweni SP B,2011-580035
2011-297130001,Envis SP,2011-297130
2011-587035001,Enxebeni SP,2011-587035
2011-274068002,Enxuba SP,2011-274068
2011-297111001,Enyaka SP,2011-297111
2011-270015001,eNyandeni SP,2011-270015
2011-576035001,Enyandu SP,2011-576035
2011-293041001,Enyanga SP,2011-293041
2011-293153002,Enyango SP1,2011-293153
2011-293153001,Enyango SP2,2011-293153
2011-293138001,Enyanisweni SP,2011-293138
2011-295239001,Enyanisweni SP,2011-295239
2011-598037001,Enyanisweni SP,2011-598037
2011-542132001,Enyawoshana SP,2011-542132
2011-286188001,eNyibibeni SP,2011-286188
2011-573040001,Enyokeni SP,2011-573040
2011-571053001,Enyonyane SP,2011-571053
2011-291130001,Enyosana SP,2011-291130
2011-293200001,Enzebe SP,2011-293200
2011-271243001,ePhika SP,2011-271243
2011-274044001,ePhole SP,2011-274044
2011-583012001,ePhosheni SP,2011-583012
2011-286123001,ePifane,2011-286123
2011-286189001,ePifane SP,2011-286189
2011-295283001,Epiphany SP,2011-295283
2011-599139003,Epitoli,2011-599139
2011-599174005,Eplangweni,2011-599174
2011-199025011,Epping Forest,2011-199025
2011-199026015,Epping Garden Village,2011-199026
2011-199027001,Epping Industria SP1,2011-199027
2011-199027002,Epping Industria SP2,2011-199027
2011-566003040,Epworth,2011-566003
2011-274117001,eQeto SP,2011-274117
2011-270130001,eQhibebe,2011-270130
2011-270036001,eQhokama SP,2011-270036
2011-290051001,Eqhoqhweni SP1,2011-290051
2011-290051002,Eqhoqhweni SP2,2011-290051
2011-284435001,eQolweni A SP,2011-284435
2011-282063001,eQolweni A SP,2011-282063
2011-284267001,eQolweni B SP,2011-284267
2011-282063002,eQolweni B SP,2011-282063
2011-273095001,Eqolweni SP,2011-273095
2011-270054001,eQolweni SP1,2011-270054
2011-270054002,eQolweni SP2,2011-270054
2011-799035110,Equestria,2011-799035
2011-284092001,Equtubeni SP,2011-284092
2011-287054001,Era SP,2011-287054
2011-592018001,Eradamishini SP,2011-592018
2011-286174001,eRamatiya SP,2011-286174
2011-798004013,Erand AH,2011-798004
2011-799059004,Erasmia,2011-799059
2011-661031003,Erasmus,2011-661031
2011-799035154,Erasmus Park,2011-799035
2011-799035155,Erasmuskloof,2011-799035
2011-799035164,Erasmusrand,2011-799035
2011-273085001,Ereyini SP,2011-273085
2011-797022032,Ergo Site,2011-797022
2011-797022021,Ergo Squatters,2011-797022
2011-271313001,eRhala SP,2011-271313
2011-273124001,eRhamnyiba SP,2011-273124
2011-270359001,eRhwantsini A SP,2011-270359
2011-270090001,eRhwantsini B SP,2011-270090
2011-299003042,Eric Dodd,2011-299003
2011-199021004,Erica Township,2011-199021
2011-299007056,Ericdene,2011-299007
2011-199045038,Erinvale Golf Estate,2011-199045
2011-861008010,Ermelo Central,2011-861008
2011-861008011,Ermelo SP,2011-861008
2011-383006039,Ernestville,2011-383006
2011-369003003,Erwe,2011-369003
2011-797005054,Esangweni,2011-797005
2011-297133001,Esankuthwana SP,2011-297133
2011-271075001,eSantini SP,2011-271075
2011-599160002,Escombe,2011-599160
2011-968094015,Esdaar,2011-968094
2011-295040001,Esehlabeni SP,2011-295040
2011-276147001,Esgangeni SP,2011-276147
2011-860029001,Esgwili SP,2011-860029
2011-577027001,Eshane SP,2011-577027
2011-589080002,Eshowe SP,2011-589080
2011-282295001,Eshweni Village SP,2011-282295
2011-293308001,Esibhalweni SP,2011-293308
2011-582077001,Esibhoweni SP,2011-582077
2011-297212001,Esibomvini SP,2011-297212
2011-571040001,Esibomvu SP,2011-571040
2011-542021001,Esibomvu SP,2011-542021
2011-598102001,Esibovini SP,2011-598102
2011-599111001,Esibubulungu,2011-599111
2011-582035001,Esicabaziri SP,2011-582035
2011-588031001,Esichothweni SP,2011-588031
2011-598174001,Esicwecweni SP,2011-598174
2011-588013001,Esidakeni SP,2011-588013
2011-296038002,Esidakeni SP,2011-296038
2011-529027001,Esidakeni SP,2011-529027
2011-594065001,Esidangeni SP,2011-594065
2011-294437001,eSidikidini SP,2011-294437
2011-271187001,eSidutyini SP,2011-271187
2011-290282001,Esidwadweni SP,2011-290282
2011-599164001,Esidweni SP,2011-599164
2011-576015001,Esifuleni SP1,2011-576015
2011-576015002,Esifuleni SP2,2011-576015
2011-271180001,eSigadini SP,2011-271180
2011-285084001,eSigangeni SP,2011-285084
2011-284300001,eSigangeni SP,2011-284300
2011-593041001,Esigedleni SP,2011-593041
2011-276108001,eSigingqini A SP,2011-276108
2011-271195001,eSigingqini A SP,2011-271195
2011-271348001,eSigingqini B SP,2011-271348
2011-276047001,eSigingqini B SP,2011-276047
2011-271531001,eSigingqini C SP,2011-271531
2011-274119001,eSigingqini SP,2011-274119
2011-566043001,eSigodini Esifishane SP,2011-566043
2011-529038001,Esigodini SP,2011-529038
2011-567028001,Esigodini SP,2011-567028
2011-297352001,Esigodlweni SP,2011-297352
2011-575119001,eSigqokweni SP,2011-575119
2011-575093001,eSigqumeni A SP,2011-575093
2011-575127001,eSigqumeni B SP,2011-575127
2011-597059001,Esigubudwini SP,2011-597059
2011-580097001,Esigwegweni SP,2011-580097
2011-270254001,eSihlabeni  C SP,2011-270254
2011-270043001,eSihlabeni A SP,2011-270043
2011-270098001,eSihlabeni B SP,2011-270098
2011-294177001,eSihlabeni SP,2011-294177
2011-271066001,eSihlabeni SP,2011-271066
2011-284334001,eSihlabeni SP,2011-284334
2011-283198001,eSihlabeni SP,2011-283198
2011-270632001,eSihlanini SP,2011-270632
2011-291026001,Esihlitho SP,2011-291026
2011-576047001,Esijozini SP,2011-576047
2011-291006001,Esijungqwini SP,2011-291006
2011-598044001,Esikawini SP,2011-598044
2011-538028002,Esikhawini H,2011-538028
2011-538028001,Esikhawini H SP,2011-538028
2011-538029001,Esikhawini J SP,2011-538029
2011-599081001,Esikhelekehleni SP,2011-599081
2011-284427001,eSikhobeni SP,2011-284427
2011-284374001,eSikhobotini SP,2011-284374
2011-504011002,Esikhulu A,2011-504011
2011-504011001,Esikhulu B,2011-504011
2011-504011003,Esikhulu C,2011-504011
2011-290190001,Esikhulu SP,2011-290190
2011-297028001,Esikhulu SP,2011-297028
2011-291098003,Esikhulu SP,2011-291098
2011-291098006,Esikhululweni,2011-291098
2011-297045001,eSikhumbeni (Mzamba) SP,2011-297045
2011-284052001,eSikhungwini SP,2011-284052
2011-283174001,eSikhwankqeni SP,2011-283174
2011-581003001,Esikhwebezane SP,2011-581003
2011-282244001,eSikobeni SP,2011-282244
2011-298022002,Esikolweni,2011-298022
2011-270176001,eSikolweni SP,2011-270176
2011-284337001,eSikolweni SP,2011-284337
2011-598012001,eSikolweni SP,2011-598012
2011-294371001,eSikolweni SP,2011-294371
2011-271033001,eSikolweni SP,2011-271033
2011-284330001,eSilevini SP,2011-284330
2011-287030005,Esilindini SP,2011-287030
2011-270334001,eSingangeni SP,2011-270334
2011-284045001,eSingeni A SP,2011-284045
2011-282131001,eSingeni B SP,2011-282131
2011-284386001,eSingeni B SP,2011-284386
2011-282200001,eSingeni C SP,2011-282200
2011-260048001,eSingeni SP,2011-260048
2011-567014001,Esinyameni SP,2011-567014
2011-576086001,Esinyameni SP,2011-576086
2011-273120001,Esinyanduleni SP,2011-273120
2011-566034001,Esinyaneni SP,2011-566034
2011-582097001,Esiphahleni SP,2011-582097
2011-580108001,Esiphambanweni SP,2011-580108
2011-291122001,Esiphathe A SP,2011-291122
2011-291117001,Esiphathe B SP,2011-291117
2011-580008001,Esiphethwini SP,2011-580008
2011-291079001,Esiqhumeni SP,2011-291079
2011-292009001,Esiqikini SP,2011-292009
2011-271026001,eSiqithini A SP,2011-271026
2011-271023001,eSirhosheni A SP,2011-271023
2011-271175001,eSirhosheni B SP,2011-271175
2011-293050001,Esithaleni SP,2011-293050
2011-297112001,Esitholeni SP,2011-297112
2011-588057001,Esithombeni SP,2011-588057
2011-291098002,Esithuve,2011-291098
2011-567004001,Esitingini SP,2011-567004
2011-292232001,eSitshayelweni SP,2011-292232
2011-589090001,Esiwane SP,2011-589090
2011-583026001,eSiweni,2011-583026
2011-546013001,Esiweni/Amambulwa SP,2011-546013
2011-589088001,Esiwolweni SP,2011-589088
2011-260002001,Esixekweni A SP,2011-260002
2011-276161001,Esixekweni A SP,2011-276161
2011-276104001,Esixekweni B SP,2011-276104
2011-260005001,Esixekweni B SP,2011-260005
2011-283123001,eSixekweni SP,2011-283123
2011-284213001,eSixholosi SP,2011-284213
2011-282258001,eSixhotyeni SP,2011-282258
2011-294253001,eSixhotyeni SP,2011-294253
2011-271311001,eSixhotyeni SP,2011-271311
2011-586022001,Esiyembeni SP,2011-586022
2011-863007001,Esizameleni,2011-863007
2011-797005049,Esiziba,2011-797005
2011-271057001,eSizindini SP,2011-271057
2011-286199001,eSizindinii SP,2011-286199
2011-271161037,Eskiti,2011-271161
2011-199016042,Eskom,2011-199016
2011-292292001,Eskweleni SP,2011-292292
2011-360077001,Esperanza SP,2011-360077
2011-561007001,Esperanza SP,2011-561007
2011-296220001,Essek SP,2011-296220
2011-168007018,Esselen Park,2011-168007
2011-797005062,Esselen Park,2011-797005
2011-599054044,Essenwood,2011-599054
2011-797008020,Essexwold,2011-797008
2011-183005012,Essopville,2011-183005
2011-969020001,Essoubinca SP,2011-969020
2011-570010003,Estcourt SP,2011-570010
2011-797008062,Estera,2011-797008
2011-164012001,Esterhof SP,2011-164012
2011-166008013,Esterville,2011-166008
2011-797006029,Estherpark,2011-797006
2011-562034001,Esthezi SP,2011-562034
2011-284170001,Estishini SP,2011-284170
2011-499023014,Estoire AH,2011-499023
2011-284343001,eTaleni SP,2011-284343
2011-573005002,Etatane SP1,2011-573005
2011-573005001,Etatane SP2,2011-573005
2011-592033001,Etete SP,2011-592033
2011-797005051,Ethafeni,2011-797005
2011-592035001,eThafeni SP,2011-592035
2011-283163001,eThafeni SP,2011-283163
2011-291056002,Ethaleni SP,2011-291056
2011-862009012,Ethandakukhanya,2011-862009
2011-599004002,Ethekwini NU,2011-599004
2011-599187001,Ethekwini SP,2011-599187
2011-295104001,Etheldale SP,2011-295104
2011-286131001,eThembalethu SP,2011-286131
2011-375005001,Ethembeni,2011-375005
2011-273112001,eThembeni SP,2011-273112
2011-270364001,eThembeni SP,2011-270364
2011-271181001,eThika SP,2011-271181
2011-298154004,eThina,2011-298154
2011-966051002,Ethiopia,2011-966051
2011-569004001,Etholeni,2011-569004
2011-291038001,Ethonsini SP,2011-291038
2011-571069001,Ethunzini SP,2011-571069
2011-273040001,eThwishini SP,2011-273040
2011-860031001,Etjelembube SP,2011-860031
2011-286152001,eTombelihle SP,2011-286152
2011-287030003,Etshantolo,2011-287030
2011-291033003,Etsheni,2011-291033
2011-562018001,Etsheni SP,2011-562018
2011-597055001,Etshenilenduna SP,2011-597055
2011-560036001,eTshenkombo SP,2011-560036
2011-270557001,eTshingeni,2011-270557
2011-291048001,Etshiweni SP,2011-291048
2011-286138001,eTshubutshezi SP,2011-286138
2011-293006001,Etwa SP,2011-293006
2011-797012017,Etwatwa Ext 35,2011-797012
2011-797012026,Etwatwa SP1,2011-797012
2011-797012019,Etwatwa SP2,2011-797012
2011-797012027,Etwatwa X1,2011-797012
2011-797012006,Etwatwa X10,2011-797012
2011-797012018,Etwatwa X11,2011-797012
2011-797012022,Etwatwa X12,2011-797012
2011-797012020,Etwatwa X13,2011-797012
2011-797012029,Etwatwa X14,2011-797012
2011-797012013,Etwatwa X15,2011-797012
2011-797012008,Etwatwa X18,2011-797012
2011-797012010,Etwatwa X19,2011-797012
2011-797012015,Etwatwa X2,2011-797012
2011-797012025,Etwatwa X21,2011-797012
2011-797012021,Etwatwa X24,2011-797012
2011-797012016,Etwatwa X3,2011-797012
2011-797012012,Etwatwa X30,2011-797012
2011-797012005,Etwatwa X31,2011-797012
2011-797012004,Etwatwa X32,2011-797012
2011-797012028,Etwatwa X33,2011-797012
2011-797012003,Etwatwa X34,2011-797012
2011-797012009,Etwatwa X36,2011-797012
2011-797012023,Etwatwa X4,2011-797012
2011-797012014,Etwatwa X7,2011-797012
2011-797012024,Etwatwa X8,2011-797012
2011-797012011,Etwatwa X9,2011-797012
2011-287093002,eTyinindini SP,2011-287093
2011-271438001,eTyiweni A SP,2011-271438
2011-271428001,etyiweni B SP,2011-271428
2011-289005004,Eureka,2011-289005
2011-199015034,Eureka,2011-199015
2011-260113029,Eureka,2011-260113
2011-499037001,Eureka SP,2011-499037
2011-674051001,Eureka SP,2011-674051
2011-199030004,Europe,2011-199030
2011-866005002,Evander SP,2011-866005
2011-798015169,Evans Park,2011-798015
2011-760002002,Evaton Central,2011-760002
2011-760002001,Evaton North,2011-760002
2011-760002004,Evaton Small Farms,2011-760002
2011-760002003,Evaton West,2011-760002
2011-797018017,Everest,2011-797018
2011-797030007,Everest,2011-797030
2011-599034004,Everest Heights,2011-599034
2011-199017045,Everglen,2011-199017
2011-797010012,Everleigh,2011-797010
2011-199017042,Eversdal A (Durbanville),2011-199017
2011-199016068,Eversdal Ext 21,2011-199016
2011-199017041,Eversdal Heights,2011-199017
2011-199016010,Eversdal(Bellville),2011-199016
2011-599117001,Everton,2011-599117
2011-599101001,Everton H C,2011-599101
2011-360093001,Everton SP,2011-360093
2011-271330001,eVotini SP,2011-271330
2011-546003001,Ewosi SP,2011-546003
2011-575068001,Excelsior SP,2011-575068
2011-474001001,Excelsior SP,2011-474001
2011-270029001,eXeni SP,2011-270029
2011-276131001,Exesi SP,2011-276131
2011-284339001,eXibeni SP,2011-284339
2011-370004002,Extension 4,2011-370004
2011-284199001,eXuka SP,2011-284199
2011-590027001,Eyingwenya SP,2011-590027
2011-573043001,Eyosini SP,2011-573043
2011-514019002,Ezakheni A,2011-514019
2011-514019003,Ezakheni B,2011-514019
2011-514019005,Ezakheni C,2011-514019
2011-514019004,Ezakheni D,2011-514019
2011-514019006,Ezakheni E,2011-514019
2011-514019001,Ezakheni SP,2011-514019
2011-599147001,Ezakhiweni SP,2011-599147
2011-270246002,eZambuzane,2011-270246
2011-863001001,Ezamokuhle,2011-863001
2011-270255001,eZantsi SP,2011-270255
2011-546080001,Ezibandleni SP,2011-546080
2011-281015001,Ezibeleni SP,2011-281015
2011-542002001,Ezibhembeni SP,2011-542002
2011-594013001,eZibomvini SP,2011-594013
2011-566019001,eZibomvini SP,2011-566019
2011-529036001,Ezibomvu SP,2011-529036
2011-271203001,eZibondeni SP,2011-271203
2011-573037001,Ezidongeni SP,2011-573037
2011-587005001,Ezidonini SP,2011-587005
2011-529025001,Ezidulini SP,2011-529025
2011-581006001,Ezidwadweni SP,2011-581006
2011-297153001,Ezifama SP,2011-297153
2011-293244001,Ezifama SP,2011-293244
2011-598014001,Ezifletini SP,2011-598014
2011-293149001,Ezigeni SP,2011-293149
2011-260131001,Ezigodlweni SP,2011-260131
2011-298004001,Ezihewuleni SP,2011-298004
2011-569009001,Ezihlabathini SP,2011-569009
2011-581115001,Ezihlabeni SP,2011-581115
2011-599159001,Ezihyathini SP,2011-599159
2011-538008001,Ezikhaleni SP,2011-538008
2011-599055005,Ezikhalini,2011-599055
2011-581133001,Ezikhumbeni SP,2011-581133
2011-593013001,Ezikotshini SP,2011-593013
2011-580095001,Ezilonyeni SP,2011-580095
2011-542136001,Ezilozini SP,2011-542136
2011-599055006,Ezilwaneni,2011-599055
2011-542055001,Ezimambeni SP,2011-542055
2011-599037012,Ezimangweni,2011-599037
2011-599183001,Ezimangweni SP,2011-599183
2011-542109001,Ezimbidla SP,2011-542109
2011-293222001,Ezimbileni SP,2011-293222
2011-599174001,Ezimbokodweni,2011-599174
2011-584006001,Ezimbondweni SP,2011-584006
2011-270638001,eZimfeneni SP,2011-270638
2011-599155001,Ezimpisini SP,2011-599155
2011-589067001,Ezimpongo SP,2011-589067
2011-567021001,Ezimwini SP,2011-567021
2011-542047001,Ezindundumeni SP,2011-542047
2011-292102001,eZinduneni SP,2011-292102
2011-587023001,Ezindzbeni SP,2011-587023
2011-592009001,Ezingaganeni SP,2011-592009
2011-505008002,Ezingoleni NU,2011-505008
2011-581023001,Ezingqaqeni SP,2011-581023
2011-271112001,eZingqayi SP,2011-271112
2011-576043001,Ezingulubeni SP,2011-576043
2011-271498001,eZingxondoreni SP,2011-271498
2011-583041001,eZinhlwathini SP,2011-583041
2011-590010001,Ezinkawini SP,2011-590010
2011-282010001,Ezinkomeni SP,2011-282010
2011-292106001,Ezinkozweni SP,2011-292106
2011-290306001,Ezinkumbini SP,2011-290306
2011-583078001,Ezinkunini SP,2011-583078
2011-582087001,Ezinqeni SP,2011-582087
2011-294048001,eZintabeni SP,2011-294048
2011-271032001,eZintukwini SP,2011-271032
2011-294339001,Ezintulweni SP,2011-294339
2011-293120001,Ezintutyaneni SP,2011-293120
2011-599165001,Ezinyathini SP,2011-599165
2011-573031001,EzInyosini SP,2011-573031
2011-295250001,eZipamprini SP,2011-295250
2011-594016001,Eziphahleni SP,2011-594016
2011-567024001,Eziphambathini SP,2011-567024
2011-598008001,Eziqalabeni SP,2011-598008
2011-589054001,Eziqaqweni SP,2011-589054
2011-270534001,eZiqhorhana SP,2011-270534
2011-271480001,eZisoyini SP,2011-271480
2011-594028001,Ezitendeni SP,2011-594028
2011-570003001,Ezitendeni SP,2011-570003
2011-599125001,Ezitendeni SP,2011-599125
2011-270228001,eZithenjini SP,2011-270228
2011-271129001,eZixhotyeni SP,2011-271129
2011-297124001,Ezizityaneni A SP,2011-297124
2011-297126001,Ezizityaneni B SP,2011-297126
2011-281093001,EZweledinga SP,2011-281093
2011-677001001,Faan Meintjies Nature Reserve SP,2011-677001
2011-383006048,Fabricia,2011-383006
